country_code;organization_name;region;income_group;year;total_gdp;total_gdp_million;gdp_variation
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;1971;39841483301.0598;39841.4833010598;4.56335353713338
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;1972;44348097940.9632;44348.097940963205;2.12922072281789
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;1973;54318704968.4685;54318.7049684685;3.25368229757019
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;1974;64029660440.5424;64029.66044054239;5.20746743873757
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;1975;72125062328.6641;72125.06232866409;2.02285628679032
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;1976;77321795803.3043;77321.79580330431;3.85804028911882
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;1977;89631346610.2209;89631.3466102209;3.58145210431124
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;1978;105361471871.985;105361.471871985;2.53590035935136
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;1979;115826678277.79;115826.67827779;0.634818391936463
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;1980;126981937478.403;126981.937478403;0.643460184820398
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;1981;127628494210.929;127628.494210929;2.85511255517015
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;1982;129595046945.696;129595.046945696;0.585160142069128
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;1983;128680325714.283;128680.32571428301;0.331580503347851
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;1984;131410475039.809;131410.475039809;1.25251921731157
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;1985;137999627801.581;137999.627801581;1.47310337149635
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;1986;126978719105.166;126978.719105166;3.12097232905009
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;1987;135407077831.886;135407.077831886;3.304776584411
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;1988;142083937237.655;142083.937237655;1.24843438073303
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;1989;144594738745.819;144594.738745819;1.49204678643223
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;1990;166146287281.021;166146.287281021;-1.04808568348558
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;1991;179597458927.389;179597.458927389;0.450280468245225
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;1992;136822745392.739;136822.745392739;-1.20762815699145
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;1993;142006978164.508;142006.978164508;0.473748198749504
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;1994;121487763744.988;121487.76374498801;-0.151707775908505
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;1995;141418513778.364;141418.51377836402;4.94740553901711
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;1996;154144307318.465;154144.307318465;5.11073809053271
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;1997;161384022956.277;161384.022956277;5.54598794144236
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;1998;166850567072.564;166850.567072564;3.50244240514404
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;1999;167809429290.768;167809.429290768;3.11063958185149
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;2000;181381054438.024;181381.05443802397;2.89246522809921
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;2001;175229674106.654;175229.67410665398;3.58981165869363
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;2002;190150834251.026;190150.834251026;3.86838929286353
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;2003;215718549428.875;215718.549428875;3.90039117761391
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;2004;248550616224.678;248550.616224678;5.65718054359421
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;2005;284756209769.966;284756.209769966;5.56101303151542
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;2006;334033347514.091;334033.347514091;5.85529099701689
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;2007;398670660581.901;398670.66058190103;5.46676605497947
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;2008;473750807418.692;473750.80741869204;5.63823596026094
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;2009;470141481308.369;470141.481308369;3.72913475085701
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;2010;510516524583.673;510516.524583673;6.10104889851281
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;2011;565719952141.474;565719.952141474;4.46232380919123
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;2012;586349743998.452;586349.743998452;4.01266359084222
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;2013;657859660760.555;657859.6607605551;5.83688646228875
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;2014;696365651505.557;696365.651505557;5.84982207206338
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;2015;668868898578.296;668868.8985782961;4.69481275900228
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;2016;675915287466.174;675915.287466174;4.45300761977722
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;2017;726226122250.308;726226.1222503079;5.04274195236989
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;2018;776506227119.833;776506.227119833;4.18150316736335
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;2019;805115217775.604;805115.217775604;4.42440940301884
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;2020;813139899187.275;813139.899187275;0.23286652027808
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;2021;905796942446.21;905796.94244621;4.26605097390511
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;2022;983601535350.123;983601.5353501231;4.81099834377959
HPC;PAÍSES POBRES MUY ENDEUDADOS (PPME);NO DATA;AGREGADOS;2023;1129946910802.31;1129946.91080231;3.98131584100545
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1960;317482813174.277;317482.81317427696;0.0
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1961;314825492753.68;314825.49275368;1.1810682431075
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1962;322057205168.551;322057.205168551;3.11471992716979
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1963;345780566614.32;345780.56661432004;4.7324347152372
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1964;391944318091.05;391944.31809104997;8.19960321925079
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1965;429673407517.041;429673.407517041;6.20805459510574
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1966;443940954571.749;443940.954571749;5.61926258339238
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1967;456547495398.068;456547.495398068;4.12557833002762
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1968;483768560196.39;483768.56019639;6.35497329475061
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1969;540100818272.88;540100.81827288;7.90476002993631
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1970;588041174185.571;588041.174185571;7.70732861958687
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1971;641077105466.904;641077.105466904;6.118643755604
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1972;722637367325.927;722637.367325927;6.66663585023899
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1973;936773600276.359;936773.600276359;7.04590493510571
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1974;1185685043150.48;1185685.04315048;5.77091578652687
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1975;1280667013404.81;1280667.01340481;4.66045489979831
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1976;1390219407425.86;1390219.4074258602;6.295143628349
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1977;1575292800812.66;1575292.80081266;4.66101256983423
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1978;1741658710471.3;1741658.7104713;4.09416982418878
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1979;2034883800779.47;2034883.80077947;4.82733883190971
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1980;2415636588445.85;2415636.58844585;5.06572989189561
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1981;2594939410213.74;2594939.41021374;2.18444307464671
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1982;2557686949781.29;2557686.9497812903;2.87308300355116
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1983;2526252835646.19;2526252.8356461897;1.70448978715214
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1984;2615813541955.5;2615813.5419555;4.91581895519022
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1985;2716599818756.82;2716599.8187568197;4.45338209662948
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1986;2820422009634.91;2820422.00963491;3.84896829221103
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1987;2906382855588.24;2906382.85558824;4.86852398098291
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1988;3107297312893.92;3107297.31289392;4.03259961620664
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1989;3237497626118.0;3237497.626118;3.18568261571241
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1990;3719671037688.34;3719671.03768834;1.94944962962018
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1991;3535988975852.88;3535988.9758528797;1.14123381374721
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1992;3691447259689.7;3691447.2596897003;1.56123050887143
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1993;3928423378989.3;3928423.3789892998;3.70632856878854
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1994;4334030140518.7;4334030.1405187;3.61456024564603
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1995;4917852872194.15;4917852.87219415;4.00737403610367
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1996;5370411866159.34;5370411.866159339;5.45990940073932
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1997;5694933738300.0;5694933.7383;5.36050903741103
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1998;5541878799741.18;5541878.79974118;2.66980440814449
IBD;SÓLO BIRF;NO DATA;AGREGADOS;1999;5398377166740.39;5398377.16674039;3.74405716472612
IBD;SÓLO BIRF;NO DATA;AGREGADOS;2000;5873152773879.72;5873152.77387972;5.89676290429428
IBD;SÓLO BIRF;NO DATA;AGREGADOS;2001;5955395364740.57;5955395.36474057;3.62213014251856
IBD;SÓLO BIRF;NO DATA;AGREGADOS;2002;6043797681672.04;6043797.68167204;4.57003619173445
IBD;SÓLO BIRF;NO DATA;AGREGADOS;2003;6787013105172.54;6787013.10517254;5.94486446506284
IBD;SÓLO BIRF;NO DATA;AGREGADOS;2004;8083579542097.98;8083579.54209798;7.63438916874107
IBD;SÓLO BIRF;NO DATA;AGREGADOS;2005;9656465769683.14;9656465.769683141;7.18097378095885
IBD;SÓLO BIRF;NO DATA;AGREGADOS;2006;11452613229877.9;11452613.2298779;8.29720670163978
IBD;SÓLO BIRF;NO DATA;AGREGADOS;2007;14221554132945.1;14221554.1329451;8.94758961721742
IBD;SÓLO BIRF;NO DATA;AGREGADOS;2008;17055684034702.6;17055684.0347026;5.90870930066043
IBD;SÓLO BIRF;NO DATA;AGREGADOS;2009;16539477116784.4;16539477.116784401;2.78101868065754
IBD;SÓLO BIRF;NO DATA;AGREGADOS;2010;20113636481114.9;20113636.481114898;7.82124642874837
IBD;SÓLO BIRF;NO DATA;AGREGADOS;2011;23813102601159.8;23813102.6011598;6.38199689571259
IBD;SÓLO BIRF;NO DATA;AGREGADOS;2012;25306389172545.8;25306389.1725458;5.44513680073911
IBD;SÓLO BIRF;NO DATA;AGREGADOS;2013;26702758832040.4;26702758.8320404;5.21240621523096
IBD;SÓLO BIRF;NO DATA;AGREGADOS;2014;27596836842386.5;27596836.8423865;4.80661396650657
IBD;SÓLO BIRF;NO DATA;AGREGADOS;2015;25841079101004.8;25841079.1010048;4.38966937054701
IBD;SÓLO BIRF;NO DATA;AGREGADOS;2016;26032663404168.6;26032663.404168602;4.55791304938258
IBD;SÓLO BIRF;NO DATA;AGREGADOS;2017;28752304968945.4;28752304.9689454;5.24270151032607
IBD;SÓLO BIRF;NO DATA;AGREGADOS;2018;30653934094282.1;30653934.0942821;4.94176886829108
IBD;SÓLO BIRF;NO DATA;AGREGADOS;2019;31298751631398.9;31298751.631398898;3.96812059209557
IBD;SÓLO BIRF;NO DATA;AGREGADOS;2020;30114868724300.2;30114868.7243002;-1.32652203893151
IBD;SÓLO BIRF;NO DATA;AGREGADOS;2021;35763964842420.9;35763964.8424209;7.54077062404077
IBD;SÓLO BIRF;NO DATA;AGREGADOS;2022;37711987599830.9;37711987.599830896;3.56148584112444
IBD;SÓLO BIRF;NO DATA;AGREGADOS;2023;38789302232983.5;38789302.2329835;4.56802785241224
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1960;361892242003.14;361892.24200314004;0.0
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1961;362462403613.599;362462.403613599;1.18418657965711
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1962;373895791767.962;373895.791767962;3.55547586005167
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1963;403277117805.73;403277.11780572997;4.75519140867402
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1964;447988605894.711;447988.605894711;7.67237159376431
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1965;492596971116.294;492596.971116294;5.94361461893038
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1966;512231198019.664;512231.198019664;5.02855390628021
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1967;525672660673.374;525672.6606733741;3.19032713470556
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1968;557015076505.948;557015.076505948;6.03011301877372
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1969;622386788689.871;622386.788689871;8.04888833209756
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1970;679714756080.871;679714.756080871;7.77765035795225
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1971;732805986167.548;732805.986167548;6.15231409365946
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1972;819967723180.736;819967.723180736;5.98287403017972
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1973;1047793363668.69;1047793.36366869;6.65701548081481
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1974;1332402598450.94;1332402.5984509399;5.97729930717486
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1975;1455854224777.36;1455854.2247773602;3.97666246440997
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1976;1572104349343.84;1572104.34934384;6.19022771332212
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1977;1772066832902.35;1772066.83290235;4.57944301520673
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1978;1966325684491.57;1966325.68449157;3.72761358482717
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1979;2291347712377.61;2291347.7123776097;4.6599898824834
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1980;2720282856148.64;2720282.85614864;4.86980805691776
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1981;3044271572519.91;3044271.57251991;1.86126437698513
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1982;2984692379099.61;2984692.37909961;2.5171073911644
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1983;2888645355460.43;2888645.35546043;1.40398519283281
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1984;2951960756879.64;2951960.7568796403;4.54343045702281
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1985;3063121066895.69;3063121.06689569;4.4165773329804
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1986;3127136878714.62;3127136.87871462;3.75621256929514
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1987;3223798929486.59;3223798.92948659;4.73628862351414
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1988;3440679207305.3;3440679.2073052996;4.10733644322858
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1989;3572674481112.57;3572674.48111257;3.08211243759524
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1990;4098198620349.73;4098198.62034973;2.12416672741381
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1991;3942565949413.83;3942565.94941383;1.21105666856019
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1992;4054949806932.68;4054949.8069326803;1.61216057426931
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1993;4310534078598.4;4310534.0785984;3.45173565599779
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1994;4729836801968.21;4729836.80196821;3.37474272343039
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1995;5398600949026.55;5398600.94902655;3.96857792675583
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1996;5923939075697.93;5923939.07569793;5.40495887461458
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1997;6274580819841.74;6274580.819841741;5.22118214507583
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1998;6144907612641.51;6144907.61264151;2.73564436847211
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;1999;5850214145431.36;5850214.14543136;3.67202095487814
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;2000;6391423006086.92;6391423.006086919;5.72923506932821
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;2001;6467971857875.88;6467971.85787588;3.65599690437004
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;2002;6596113985139.08;6596113.98513908;4.64593223853782
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;2003;7410043044889.59;7410043.04488959;5.85812150461926
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;2004;8812155487875.68;8812155.48787568;7.5542083922777
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;2005;10501886977425.9;10501886.977425901;7.09776857448144
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;2006;12462339517740.2;12462339.5177402;8.11234785040003
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;2007;15406789298778.1;15406789.2987781;8.70041718522774
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;2008;18467337642091.5;18467337.6420915;5.8391900295978
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;2009;17918122362578.6;17918122.3625786;2.9673061516456
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;2010;21703542538838.4;21703542.538838398;7.68647620342769
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;2011;25609760647500.5;25609760.6475005;6.20444587891325
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;2012;27201457309739.7;27201457.309739698;5.28415638408592
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;2013;28764544849717.7;28764544.8497177;5.21962475663872
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;2014;29817424804408.4;29817424.804408398;4.85966014008135
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;2015;28002742765817.7;28002742.765817698;4.30926971818228
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;2016;28185625931332.7;28185625.9313327;4.45643355109793
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;2017;31021018298163.5;31021018.2981635;5.14509374898917
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;2018;33059072280457.1;33059072.2804571;4.89599462756357
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;2019;33801024892359.5;33801024.8923595;3.96939749227165
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;2020;32566020356731.5;32566020.3567315;-1.29151078845659
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;2021;38431269006646.3;38431269.0066463;7.30645449381386
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;2022;40596809224874.1;40596809.2248741;3.61708089606803
IBT;BIRF Y LA AIF;NO DATA;AGREGADOS;2023;41669008262158.8;41669008.262158796;4.46455748390073
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1960;43246282845.0915;43246.2828450915;0.0
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1961;45696271473.9688;45696.2714739688;1.20178789742114
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1962;49174101280.0693;49174.1012800693;5.92327679336439
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1963;54379384508.1755;54379.3845081755;4.87420195218714
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1964;53783425109.4056;53783.4251094056;4.91883873562682
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1965;60238150560.4025;60238.15056040249;4.51935843868287
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1966;65070707445.1225;65070.7074451225;1.7789321896027
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1967;65964803986.7478;65964.80398674781;-2.20143184174231
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1968;69897741507.0372;69897.74150703721;4.04946884409603
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1969;78482206321.0943;78482.2063210943;8.94709661998337
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1970;87267271048.8117;87267.2710488117;8.21170292359609
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1971;88260148030.0825;88260.1480300825;6.35718413261344
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1972;94409590867.7376;94409.5908677376;1.8317980712075
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1973;109703512343.058;109703.512343058;4.18399800338267
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1974;144041104261.125;144041.104261125;7.32578106186044
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1975;169571323313.94;169571.32331394;-0.426417338709669
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1976;177171103680.832;177171.103680832;5.48815566520182
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1977;192987921137.364;192987.921137364;4.02844353821699
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1978;219291132163.087;219291.132163087;1.24101184283407
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1979;251191541190.415;251191.541190415;3.49275425104413
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1980;298354721358.331;298354.721358331;3.48654272403746
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1981;422940810621.2;422940.8106212;-0.475108379979645
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1982;403546286954.07;403546.28695407003;-0.12553201608651
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1983;348769250499.103;348769.25049910304;-0.872839696193381
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1984;328328201523.141;328328.201523141;1.64860600072781
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1985;338826766819.387;338826.76681938703;4.12010980854893
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1986;307216269302.84;307216.26930284005;3.01510924539805
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1987;317716201175.116;317716.201175116;3.67854866719691
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1988;334568914856.15;334568.91485615005;4.70556892558969
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1989;336033250986.314;336033.25098631403;2.2563521276753
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1990;379306304039.89;379306.30403989;3.82911978607305
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1991;408541541543.951;408541.54154395097;1.90770806224111
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1992;364499598693.556;364499.59869355604;2.11648889345011
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1993;383095878154.744;383095.87815474404;0.948074746671551
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1994;396480125090.845;396480.125090845;0.951944038733444
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1995;482019867670.217;482019.867670217;3.56629584032278
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1996;555470881472.529;555470.881472529;4.83121250919396
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1997;581565725848.021;581565.725848021;3.75772561221828
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1998;605658660403.416;605658.660403416;3.43809523901729
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;1999;451744378688.116;451744.37868811603;2.90917039532599
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;2000;518692130946.017;518692.13094601705;3.94075237773389
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;2001;512834423375.268;512834.423375268;4.02206549510744
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;2002;552999516407.298;552999.5164072979;5.46314472101383
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;2003;623833822033.598;623833.822033598;4.9320242056359
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;2004;729356646292.158;729356.6462921579;6.68990842998942
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;2005;846026953097.618;846026.9530976181;6.19292720738514
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;2006;1010537214296.64;1010537.21429664;6.0833373216491
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;2007;1185342131935.6;1185342.1319356002;5.93083560220073
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;2008;1411653607388.91;1411653.60738891;5.0380386779356
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;2009;1378645245794.2;1378645.2457941999;5.09761287891885
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;2010;1589906057723.49;1589906.05772349;6.17927055732585
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;2011;1796658046340.63;1796658.04634063;4.18809396303168
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;2012;1895068137193.89;1895068.1371938898;3.41749191612671
IDA;TOTAL DE LA AIF;NO DATA;AGREGADOS;2013;2061786017677.34;2061786.0176773402;5.30496919392385
