country_code;organization_name;region;income_group;year;total_gdp;total_gdp_million;gdp_variation
LMC;PAÍSES DE INGRESO MEDIANO BAJO;NO DATA;AGREGADOS;2006;2226450891169.03;2226450.8911690298;6.96524096752185
LMC;PAÍSES DE INGRESO MEDIANO BAJO;NO DATA;AGREGADOS;2007;2725016817873.64;2725016.81787364;6.89704914764503
LMC;PAÍSES DE INGRESO MEDIANO BAJO;NO DATA;AGREGADOS;2008;3014456913636.93;3014456.9136369303;4.58910928673366
LMC;PAÍSES DE INGRESO MEDIANO BAJO;NO DATA;AGREGADOS;2009;3143238517619.53;3143238.5176195297;5.95770731904395
LMC;PAÍSES DE INGRESO MEDIANO BAJO;NO DATA;AGREGADOS;2010;3782636785930.31;3782636.78593031;6.85811574315495
LMC;PAÍSES DE INGRESO MEDIANO BAJO;NO DATA;AGREGADOS;2011;4221076552618.26;4221076.55261826;4.75781640798287
LMC;PAÍSES DE INGRESO MEDIANO BAJO;NO DATA;AGREGADOS;2012;4460333855933.93;4460333.85593393;5.16481060413012
LMC;PAÍSES DE INGRESO MEDIANO BAJO;NO DATA;AGREGADOS;2013;4717344471245.56;4717344.47124556;5.6786476582171
LMC;PAÍSES DE INGRESO MEDIANO BAJO;NO DATA;AGREGADOS;2014;5095594685380.32;5095594.68538032;6.11853677045981
LMC;PAÍSES DE INGRESO MEDIANO BAJO;NO DATA;AGREGADOS;2015;5089665684079.03;5089665.6840790305;5.9353509814116
LMC;PAÍSES DE INGRESO MEDIANO BAJO;NO DATA;AGREGADOS;2016;5304010748630.26;5304010.74863026;5.70061883855821
LMC;PAÍSES DE INGRESO MEDIANO BAJO;NO DATA;AGREGADOS;2017;5741380409466.09;5741380.40946609;5.46412026811529
LMC;PAÍSES DE INGRESO MEDIANO BAJO;NO DATA;AGREGADOS;2018;5994118980886.44;5994118.980886441;5.44169179603703
LMC;PAÍSES DE INGRESO MEDIANO BAJO;NO DATA;AGREGADOS;2019;6298712117939.3;6298712.1179393;4.08021485252759
LMC;PAÍSES DE INGRESO MEDIANO BAJO;NO DATA;AGREGADOS;2020;6102312002456.38;6102312.00245638;-3.59905640498263
LMC;PAÍSES DE INGRESO MEDIANO BAJO;NO DATA;AGREGADOS;2021;6911861585177.34;6911861.58517734;6.66098044124837
LMC;PAÍSES DE INGRESO MEDIANO BAJO;NO DATA;AGREGADOS;2022;7371395678679.62;7371395.67867962;5.83527094749611
LMC;PAÍSES DE INGRESO MEDIANO BAJO;NO DATA;AGREGADOS;2023;7439509140290.38;7439509.1402903795;5.54638861437581
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1960;276980151259.582;276980.15125958197;0.0
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1961;275467988962.025;275467.98896202503;1.03191016890733
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1962;282503517974.814;282503.51797481405;3.59213998308616
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1963;305484021729.761;305484.021729761;4.80322066141039
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1964;342247759128.069;342247.759128069;7.83216916998792
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1965;377880956160.192;377880.956160192;6.07889514173654
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1966;392169475654.948;392169.475654948;4.93709093329808
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1967;402672014818.091;402672.014818091;3.22480161183347
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1968;426938677283.219;426938.677283219;6.11222721753373
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1969;477578127597.371;477578.127597371;8.15354763917591
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1970;521249210458.383;521249.210458383;7.93481976512325
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1971;560488895269.683;560488.895269683;6.17807260357841
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1972;629566887795.994;629566.8877959941;6.15584989492575
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1973;802228294104.663;802228.294104663;6.8716569123312
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1974;1020411291623.38;1020411.29162338;6.02609255201543
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1975;1128387358601.99;1128387.35860199;4.24353727576022
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1976;1214423491606.56;1214423.49160656;6.23911127284111
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1977;1363957921137.84;1363957.92113784;4.57905290548779
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1978;1515437428173.12;1515437.4281731201;3.67477911193397
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1979;1756431750666.47;1756431.75066647;4.57705385888553
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1980;2073164248883.44;2073164.24888344;4.71105265050511
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1981;2318344474367.45;2318344.47436745;1.90798133821923
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1982;2286646059078.0;2286646.059078;2.83201361531222
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1983;2217405371415.3;2217405.3714153;1.6101373484626
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1984;2278283895851.47;2278283.89585147;4.64793078455811
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1985;2367021275066.0;2367021.275066;4.43234762564752
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1986;2417928245850.19;2417928.24585019;3.68959450381266
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1987;2496518079267.8;2496518.0792678;4.6581606730103
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1988;2662885366772.37;2662885.36677237;4.09067155673135
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1989;2854773671384.59;2854773.6713845897;3.05286322722738
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1990;3356800445065.41;3356800.4450654103;3.13254940184657
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1991;3189515731314.77;3189515.73131477;2.8258241726145
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1992;3343624639286.78;3343624.63928678;4.23772261036486
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1993;3615987458351.19;3615987.4583511897;5.01690690157197
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1994;4051568372030.25;4051568.37203025;5.11280625112636
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1995;4628270895721.81;4628270.89572181;4.57474951498568
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1996;5140547190595.43;5140547.190595429;6.21983853314121
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1997;5455063067407.64;5455063.06740764;5.64182260251145
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1998;5428418126009.55;5428418.12600955;3.30625300929496
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;1999;5224983090942.07;5224983.09094207;3.63521678404288
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;2000;5680763266228.64;5680763.2662286395;5.53093523123218
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;2001;5689226864512.04;5689226.86451204;3.63073021871669
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;2002;5798280274725.18;5798280.27472518;4.7336223261411
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;2003;6488019627638.12;6488019.62763812;5.86634697372961
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;2004;7609502030648.46;7609502.03064846;7.65343552321447
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;2005;8986082612992.17;8986082.61299217;7.31671424871223
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;2006;10577819186798.1;10577819.1867981;8.20359963077539
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;2007;12986787932963.6;12986787.9329636;8.83223578044594
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;2008;15415247229986.4;15415247.229986401;5.91172731502124
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;2009;15449565116182.9;15449565.116182901;3.97557069091638
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;2010;18785590705939.8;18785590.7059398;8.1566268649967
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;2011;22125397276011.1;22125397.276011102;6.37805672995668
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;2012;23520241947859.2;23520241.947859198;5.47650885102647
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;2013;24956404400115.3;24956404.4001153;5.60373413341763
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;2014;26112983016936.2;26112983.016936198;5.17262786230003
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;2015;25336686257692.4;25336686.257692397;4.71856161296267
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;2016;25597069953897.6;25597069.953897603;4.76300547079558
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;2017;27987406037838.3;27987406.037838303;5.34256867149989
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;2018;29791620278516.9;29791620.2785169;4.99044685785653
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;2019;30495388425380.4;30495388.425380398;4.07328100134568
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;2020;29521428086822.8;29521428.0868228;-1.11971699943625
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;2021;34778125922181.4;34778125.9221814;7.33770098713171
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;2022;36465232446694.9;36465232.446694896;3.81529699220692
LMY;INGRESO MEDIANO Y BAJO;NO DATA;AGREGADOS;2023;37533765909928.0;37533765.909928;4.61145900782722
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1960;183039562224.255;183039.562224255;0.0
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1961;170099892398.301;170099.892398301;-3.63106112404881
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1962;173284405279.324;173284.405279324;2.96854550737615
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1963;189118211842.893;189118.211842893;4.12980757401391
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1964;207440473652.432;207440.473652432;7.1787406054509
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1965;232548696222.151;232548.696222151;6.93434597187724
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1966;258991672386.554;258991.67238655398;7.68423681776014
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1967;260274063913.508;260274.063913508;1.79609305951638
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1968;264786860536.356;264786.860536356;5.2125127297564
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1969;295197075878.358;295197.075878358;9.94300925459967
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1970;335674639859.472;335674.639859472;10.8077227598129
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1971;373427304808.806;373427.30480880605;8.50760639469897
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1972;429644439389.919;429644.439389919;7.87358362072155
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1973;557950349648.527;557950.349648527;9.83344317865561
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1974;670611977652.113;670611.9776521131;5.0066724638754
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1975;740754947104.843;740754.947104843;4.30035082219018
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1976;798865984540.068;798865.984540068;6.64029929449899
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1977;926739143199.454;926739.143199454;6.32021832152134
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1978;964550590227.134;964550.5902271341;6.64145954222764
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1979;1148395566303.08;1148395.5663030802;7.77071957390886
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1980;1316876853539.55;1316876.85353955;7.29598681983295
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1981;1380125520678.34;1380125.52067834;0.122709720894392
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1982;1392996678425.95;1392996.67842595;1.91622504444673
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1983;1289284018855.93;1289284.0188559298;1.72762038170575
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1984;1345557622208.07;1345557.62220807;7.79420315640793
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1985;1454663298311.39;1454663.29831139;7.22486849427762
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1986;1545906474134.8;1545906.4741348;5.7751744319653
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1987;1632410104492.12;1632410.1044921202;6.42843914916642
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1988;1781575173693.54;1781575.17369354;5.11076279466221
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1989;1899396725921.27;1899396.72592127;4.72530405885945
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1990;2045122711297.06;2045122.7112970601;0.227744909627773
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1991;1981024709881.36;1981024.7098813602;0.465156524556761
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1992;2019418673106.88;2019418.67310688;0.759961600684633
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1993;2102262484943.61;2102262.48494361;4.29155043868596
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1994;2441349508235.58;2441349.5082355803;4.41641845725189
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1995;3024940848396.4;3024940.8483964;5.63471759025643
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1996;3336408333512.42;3336408.33351242;5.06790807616397
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1997;3493233811438.93;3493233.81143893;5.6128052894677
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1998;3366691772746.72;3366691.7727467204;2.81648628939439
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;1999;3112218567617.28;3112218.56761728;4.61453884139846
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;2000;3414598526583.51;3414598.52658351;6.98234239358382
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;2001;3529672920785.99;3529672.92078599;5.17875514453799
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;2002;3741286212371.56;3741286.2123715603;5.98149965944528
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;2003;4262675973508.5;4262675.9735085;6.81987527235452
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;2004;5122697281253.38;5122697.28125338;8.17624836042117
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;2005;6178901401098.44;6178901.40109844;7.73209132527694
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;2006;7456055261110.42;7456055.26111042;9.27908809728484
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;2007;9390656301395.99;9390656.30139599;10.1998325400449
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;2008;11676267845145.8;11676267.845145801;6.92106986165864
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;2009;11279802020100.8;11279802.0201008;3.67950316094291
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;2010;13567972433971.9;13567972.4339719;8.02709629573827
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;2011;16536989301806.9;16536989.3018069;7.1892591569475
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;2012;17686777065865.5;17686777.0658655;5.80961611547082
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;2013;19051526772020.5;19051526.7720205;5.6128767105965
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;2014;19788146929460.2;19788146.929460198;5.23514402057772
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;2015;18565287346572.2;18565287.346572198;4.71003971117557
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;2016;18605453840467.4;18605453.840467397;4.46304884862852
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;2017;20647673102305.8;20647673.1023058;5.31776901139145
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;2018;22641256363718.2;22641256.3637182;5.42239928795026
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;2019;23070237789791.1;23070237.7897911;4.65564157826286
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;2020;22553187301005.7;22553187.3010057;0.212543195836929
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;2021;26910414198858.4;26910414.1988584;7.48001074828512
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;2022;28079439418908.5;28079439.4189085;3.14193460612732
LTE;AVANZADA DEL DIVIDENDO DEMOGRÁFICO;NO DATA;AGREGADOS;2023;28348483457826.9;28348483.457826898;4.1494212730548
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1960;25169910581.9324;25169.9105819324;0.0
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1961;26730873312.6987;26730.8733126987;6.16830049617758
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1962;26352479345.5813;26352.479345581298;5.41562336147148
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1963;29171558729.2821;29171.5587292821;10.8091315447482
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1964;32468958629.6151;32468.9586296151;9.85031047198264
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1965;35485036092.3545;35485.0360923545;12.6942030630796
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1966;37999773462.5405;37999.7734625405;6.72749116563108
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1967;40929683209.6989;40929.6832096989;7.97102377507765
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1968;46987648800.4098;46987.6488004098;12.7674166359016
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1969;52418297698.7974;52418.2976987974;10.8687934130859
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1970;59037248575.1812;59037.2485751812;17.8095541816723
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1971;68081996065.3605;68081.9960653605;9.51162360561979
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1972;83449708202.6929;83449.7082026929;14.3368771658711
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1973;114701924208.076;114701.924208076;11.3377003092505
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1974;211138104647.519;211138.104647519;8.93029105559377
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1975;230572328994.114;230572.328994114;-0.0601204975043856
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1976;287241386902.311;287241.386902311;14.3077197405563
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1977;333435727138.196;333435.727138196;3.78267632067929
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1978;352581054277.841;352581.054277841;-0.653483490687265
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1979;462052240837.676;462052.24083767604;5.68148890954849
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1980;595839666265.986;595839.6662659859;0.985410939735672
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1981;610113844973.549;610113.8449735489;0.107359252447978
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1982;609097022764.158;609097.022764158;-1.66413885476236
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1983;618856305832.692;618856.3058326921;-0.824377594983204
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1984;623240913077.465;623240.9130774649;-0.210484528666271
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1985;635010632834.086;635010.6328340861;0.109221602510544
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1986;642573974989.444;642573.974989444;-2.1000441894867
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1987;596370597900.423;596370.597900423;0.540286597181534
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1988;590915602953.794;590915.602953794;1.79732855607544
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1989;608696799115.292;608696.799115292;3.79545286069882
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1990;794199685774.896;794199.685774896;8.96193943262911
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1991;625846069210.135;625846.069210135;1.93360896916437
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1992;659767588882.659;659767.5888826591;6.1465454183956
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1993;612611498496.168;612611.498496168;2.53576656179571
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1994;648757954295.854;648757.954295854;3.03496259879743
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1995;716061472558.187;716061.472558187;3.0542585125025
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1996;796664173285.208;796664.1732852081;5.13426834989683
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1997;835239873738.879;835239.873738879;4.45425531771701
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1998;816819892102.484;816819.892102484;4.31608563104449
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;1999;888446061820.489;888446.061820489;2.72365936060544
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;2000;995464425139.515;995464.425139515;6.57200881026839
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;2001;990205280016.889;990205.280016889;1.8443802111245
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;2002;982253939378.387;982253.939378387;1.97032616609422
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;2003;1091930842811.8;1091930.8428118;4.61150589276274
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;2004;1287572186554.3;1287572.1865543001;7.9799423398249
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;2005;1545031850497.0;1545031.850497;5.06336409994317
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;2006;1815637351836.13;1815637.3518361298;5.99559933733158
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;2007;2146341821615.32;2146341.82161532;5.25411540567869
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;2008;2676961094698.88;2676961.09469888;4.58995634684705
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;2009;2404907477076.36;2404907.47707636;0.805892965310392
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;2010;2822236675989.86;2822236.6759898597;5.07737700587367
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;2011;3401558785521.88;3401558.78552188;3.74784547923565
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;2012;3662117827580.82;3662117.82758082;3.9326169741318
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;2013;3610787338820.32;3610787.3388203196;2.15847994618885
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;2014;3630927628679.66;3630927.62867966;2.9392438105051
MEA;ORIENTE MEDIO Y NORTE DE ÁFRICA;NO DATA;AGREGADOS;2015;3202944332228.42;3202944.33222842;2.56181426388753
