"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"NY.GDP.MKTP.KD.ZG","Crecimiento del PIB (% anual)","Tasa de crecimiento porcentual anual del PIB a precios de mercado en moneda local constante. Los agregados se basan en precios constantes de 2015, expresados ​​en dólares estadounidenses. El PIB es la suma del valor agregado bruto de todos los productores residentes en la economía más los impuestos sobre los productos y menos los subsidios no incluidos en el valor de los productos. Se calcula sin hacer deducciones por depreciación de activos fabricados o por agotamiento y degradación de recursos naturales.","Datos de cuentas nacionales del Banco Mundial y archivos de datos de Cuentas Nacionales de la OCDE.",
